EmployeeNumber,Gender,City,JobTitle,AbsentHours
4051,M,Burnaby,Shelf Stocker,21.87178994
4052,M,Lakeview Heights,Produce Clerk,93.89449136
4053,M,Salmon Arm,Produce Clerk,0
4054,F,Bamfield,Shelf Stocker,46.49278232
4055,M,Burnaby,Shelf Stocker,84.83671466
4056,M,Salmon Arm,Produce Clerk,0
4057,F,Duncan,Meat Cutter,9.406074
4058,M,Sidney,Produce Clerk,105.9253967
4059,F,Nanaimo,Produce Clerk,96.05240432
4060,F,Fort St James,Produce Clerk,71.9789812
4061,M,Nanaimo,Produce Clerk,75.82670164
4062,M,Vancouver,Meat Cutter,14.10702727
4063,F,New Westminster,Produce Clerk,32.71229394
4064,M,Winfield,Produce Clerk,49.64978015
4065,F,Whistler,Produce Clerk,11.95722891
4066,M,New Westminster,Produce Clerk,42.83453501
4067,M,Burnaby,Produce Clerk,46.31488041
4068,M,Port Coquitlam,Baker,118.5376913
4069,F,New Westminster,Produce Clerk,94.41577491
4070,F,Fruitvale,Produce Clerk,56.7374184
4071,F,Terrace,Baker,97.85288152
4072,M,Vancouver,Meat Cutter,99.24555305
4073,M,Coquitlam,Produce Clerk,88.89330926
4074,F,Kamloops,Produce Clerk,54.2882972
4075,F,Parksville,Produce Clerk,27.6154023
4076,F,Vancouver,Baker,86.88838581
4077,M,Burnaby,Shelf Stocker,85.20734625
4078,M,Tappen,Baker,0
4079,F,Vancouver,Baker,115.8911299
4080,M,New Westminister,Meat Cutter,39.06185463
4081,M,Mission,Cashier,111.0854155
4082,F,Aldergrove,Produce Clerk,0
4083,M,Vancouver,Baker,25.59885965
4084,M,Trail,Produce Clerk,46.65643232
4085,F,Vancouver,Meat Cutter,123.4316751
4086,M,Vallican,Produce Clerk,51.77255716
4087,M,Nanaimo,Produce Clerk,41.56683039
4088,F,Vancouver,Baker,16.52633766
4089,M,New Westminster,Produce Clerk,61.6591462
4090,F,Victoria,Shelf Stocker,142.667915
4091,F,Golden,Produce Clerk,86.66546672
4092,M,Sechelt,Produce Clerk,74.82329652
4093,F,Vancouver,Meat Cutter,71.01857094
4094,M,Surrey,Produce Clerk,121.2282139
4095,M,Richmond,Produce Clerk,42.65726101
4096,M,Fort St John,Produce Clerk,71.80600638
4097,M,Vancouver,Baker,0
4098,M,Vancouver,Meat Cutter,68.21580914
4099,F,Penticton,Produce Clerk,13.5017794
4100,F,Trail,Produce Clerk,50.63966596
4101,F,Prince George,Produce Clerk,79.71378353
4102,M,Abbotsford,Meat Cutter,78.94573752
4103,F,Kelowna,Produce Clerk,0
4104,F,Vancouver,Baker,108.3618674
4105,F,Surrey,Produce Clerk,25.77475866
4106,F,New Westminster,Produce Clerk,105.2263905
4107,F,Abbotsford,Baker,22.16797134
4108,M,Clinton,Produce Clerk,10.37357752
4109,F,Creston,Produce Clerk,96.3184268
4110,M,Surrey,Produce Clerk,93.29213224
4111,M,Lakelse Lake,Produce Clerk,62.92472306
4112,M,Squamish,Produce Clerk,29.38297465
4113,M,Vancouver,Baker,50.14006956
4114,F,Vancouver,Baker,0
4115,M,Fort Nelson,Produce Clerk,136.8039118
4116,M,Richmond,Produce Clerk,135.4087773
4117,F,North Vancouver,Produce Clerk,0
4118,M,Vancouver,Meat Cutter,61.14573215
4119,F,Surrey,Produce Clerk,69.63375834
4120,M,Langley,Produce Clerk,53.39917089
4121,M,Trail,Produce Clerk,27.45347854
4122,M,Vancouver,Baker,0
4123,M,Chetwynd,Produce Clerk,38.68155824
4124,M,Nanaimo,Produce Clerk,29.89689357
4125,F,Victoria,Produce Clerk,27.56780712
4126,F,Cranbrook,Produce Clerk,95.67908091
4127,M,Victoria,Shelf Stocker,76.8809102
4128,M,Vancouver,Meat Cutter,26.90216292
4129,F,Whistler,Produce Clerk,112.8815041
4130,F,Surrey,Produce Clerk,12.08141691
4131,F,Victoria,Produce Clerk,19.98197134
4132,F,New Westminster,Produce Clerk,0
4133,M,Kamloops,Produce Clerk,72.01587093
4134,F,Fort Nelson,Meat Cutter,31.07855464
4135,M,Victoria,Produce Clerk,0
4136,F,New Westminster,Produce Clerk,226.1951549
4137,F,Vancouver,Baker,48.00602112
4138,F,Surrey,Produce Clerk,31.78561084
4139,F,Surrey,Produce Clerk,32.36757458
4140,M,Ucluelet,Produce Clerk,45.53820542
4141,F,Vancouver,Meat Cutter,121.5814896
4142,F,Campbell River,Produce Clerk,52.8040737
4143,F,Port Alberni,Produce Clerk,45.85405073
4144,F,Vancouver,Baker,43.85319512
4145,M,Vancouver,Baker,52.01375035
4146,M,Prince George,Produce Clerk,0
4147,F,Enderby,Baker,37.4697262
4148,F,Iskut,Baker,45.08185429
4149,M,Burnaby,Produce Clerk,14.63743314
4150,M,Victoria,Produce Clerk,39.04259642
4151,F,Riske Creek,Produce Clerk,65.14530262
4152,M,New Westminister,Customer Service Manager,21.54285437
4153,F,Victoria,Shelf Stocker,0
4154,F,Port Alberni,Produce Clerk,64.50912394
4155,F,New Westminster,Produce Clerk,32.96075469
4156,M,Barriere,Produce Clerk,86.75172525
4157,M,Surrey,Produce Clerk,92.08452657
4158,M,Bamfield,Produce Clerk,87.71363508
4159,F,Surrey,Produce Clerk,154.1925041
4160,F,Tofino,Produce Clerk,54.6819112
4161,M,Burnaby,Cashier,39.27155954
4162,M,Tappen,Produce Clerk,0
4163,M,Surrey,Produce Clerk,0
4164,M,Port Alberni,Produce Clerk,3.739130608
4165,M,Port Alberni,Baker,97.70223932
4166,M,Kelowna,Produce Clerk,94.95814137
4167,M,Vancouver,Baker,0.83571231
4168,M,Victoria,Shelf Stocker,166.8480576
4169,M,Haney,Baker,0
4170,F,Victoria,Cashier,0
4171,M,New Westminster,Produce Clerk,0
4172,F,Prince George,Produce Clerk,24.59836482
4173,M,Campbell River,Baker,87.93995142
4174,F,New Westminster,Produce Clerk,14.6974209
4175,M,New Westminster,Produce Clerk,42.4883161
4176,M,Greenwood,Dairy Person,68.65239045
4177,F,Prince George,Produce Clerk,220.7950749
4178,M,Richmond,Produce Clerk,0
4179,M,Langley,Produce Clerk,58.13849938
4180,F,Aldergrove,Produce Clerk,42.55769204
4181,F,Penticton,Produce Clerk,45.63345165
4182,M,New Westminster,Produce Clerk,63.83775228
4183,M,Victoria,Cashier,42.34231016
4184,F,Prince George,Produce Clerk,46.38519881
4185,M,Langley,Produce Clerk,98.08033861
4186,M,Port Coquitlam,Baker,7.421389932
4187,F,Victoria,Cashier,94.54579133
4188,F,New Westminster,Produce Clerk,133.3589788
4189,F,Vancouver,Baker,70.92001162
4190,F,Victoria,Cashier,25.59974414
4191,F,Richmond,Produce Clerk,178.550006
4192,M,Chase,Produce Clerk,45.72511242
4193,M,Huntingdon,Meat Cutter,159.1533538
4194,M,Nanaimo,Baker,95.89124711
4195,F,New Westminster,Produce Clerk,86.02058681
4196,M,Port Alberni,Baker,99.43297403
4197,F,Vancouver,Baker,83.55437309
4198,M,Cranbrook,Produce Clerk,42.94360525
4199,M,Montney,Produce Clerk,19.1418583
4200,F,Surrey,Produce Clerk,147.6924224
4201,F,Peachland,Produce Clerk,24.20728781
4202,M,Cassiar,Baker,72.33310518
4203,M,Princeton,Produce Clerk,49.95492587
4204,M,Vancouver,Baker,79.7954215
4205,F,Vancouver,Baker,8.39905755
4206,F,Vancouver,Baker,42.29732669
4207,F,Surrey,Produce Clerk,215.0341805
4208,F,Flatrock,Produce Clerk,74.98335131
4209,M,Slocan,Produce Clerk,147.2680846
4210,M,Quesnel,Meat Cutter,29.46826322
4211,M,North Vancouver,Produce Clerk,0
4212,M,Quesnel,Meat Cutter,113.4235158
4213,F,Surrey,Baker,76.70820608
4214,M,Vancouver,Baker,102.3371721
4215,M,Aldergrove,Produce Clerk,32.56282117
4216,F,Vancouver,Baker,160.3340303
4217,M,Kelowna,Produce Clerk,49.41207499
4218,F,Campbell River,Baker,85.20531292
4219,M,Barriere,Produce Clerk,81.50510492
4220,F,Vancouver,Baker,116.5698027
4221,F,Burnaby,Produce Clerk,59.35912079
4222,F,Vancouver,Baker,0
4223,F,Vancouver,Meat Cutter,134.7853448
4224,M,North Vancouver,Produce Clerk,66.39504505
4225,F,Revelstoke,Produce Clerk,63.23658402
4226,M,Vancouver,Baker,105.19568
4227,F,Vancouver,Baker,51.47917953
4228,M,Port Edward,Baker,83.55060767
4229,M,Vancouver,Baker,43.65489465
4230,M,Fort St John,Produce Clerk,89.12981571
4231,M,Langley,Baker,0.935717552
4232,F,Vancouver,Meat Cutter,7.888779158
4233,M,Victoria,Cashier,0
4234,F,Vancouver,Meat Cutter,140.580585
4235,F,Surrey,Produce Clerk,9.522589888
4236,F,Victoria,Cashier,105.8103977
4237,F,Toad River,Meat Cutter,77.10120423
4238,M,Vancouver,Meat Cutter,97.75560597
4239,M,Vancouver,Baker,34.94107321
4240,M,Vancouver,Baker,51.22859675
4241,F,Vancouver,Baker,0
4242,M,Iskut,Baker,35.05255792
4243,M,Vancouver,Baker,45.58862517
4244,F,Vancouver,Baker,93.69859587
4245,F,Prince George,Produce Clerk,63.41792483
4246,F,Vancouver,Baker,0
4247,M,Chemainus,Cashier,71.40551105
4248,M,Vancouver,Meat Cutter,12.96858134
4249,M,Riske Creek,Produce Clerk,40.59837909
4250,F,New Westminster,Produce Clerk,46.81479325
4251,M,Vancouver,Baker,0
4252,F,Haney,Dairy Person,11.92476154
4253,F,Vancouver,Baker,0
4254,M,Duncan,Meat Cutter,32.62649675
4255,M,Lakeview Heights,Produce Clerk,55.59436354
4256,M,Vancouver,Baker,68.31655316
4257,F,Vernon,Baker,46.35098016
4258,F,Port Mellon,Produce Clerk,76.77890529
4259,M,Haney,Dairy Person,135.3253291
4260,M,Sparwood,Produce Clerk,23.84322421
4261,F,Chetwynd,Produce Clerk,82.57006224
4262,M,Victoria,Produce Clerk,153.3835046
4263,F,Abbotsford,Baker,158.544344
4264,M,Vancouver,Baker,16.63790468
4265,M,Langley,Produce Clerk,52.40353987
4266,M,Vancouver,Baker,64.0998069
4267,F,Vancouver,Baker,0
4268,F,Surrey,Baker,77.19206722
4269,M,Kamloops,Produce Clerk,126.6982594
4270,M,Vancouver,Baker,0
4271,F,White Rock,Cashier,8.994938033
4272,F,Chilliwack,Produce Clerk,104.9656267
4273,F,Nanaimo,Baker,2.432862137
4274,F,Vancouver,Baker,2.251844656
4275,F,New Westminster,Produce Clerk,75.26943529
4276,F,New Westminster,Produce Clerk,0
4277,F,Victoria,Produce Clerk,51.81185063
4278,M,New Westminister,Meat Cutter,0
4279,M,Langley,Baker,19.2542825
4280,F,Chilako River,Produce Clerk,34.0210565
4281,M,Quesnel,Meat Cutter,73.09156673
4282,M,Pritchard,Produce Clerk,112.843489
4283,F,Whistler,Produce Clerk,64.49127004
4284,F,Vancouver,Baker,94.08474827
4285,F,Vancouver,Baker,32.64663306
4286,F,Bowen Island,Baker,33.6572521
4287,F,Duncan,Baker,36.86577841
4288,M,Port Alberni,Baker,89.86588806
4289,M,Nanaimo,Baker,71.08254205
4290,F,Nanaimo,Produce Clerk,0
4291,M,Youbou,Produce Clerk,42.27846893
4292,M,Vancouver,Baker,0
4293,M,Rutland,Produce Clerk,11.77072494
4294,F,Vancouver,Meat Cutter,74.26878472
4295,F,Pender Harbour,Cashier,93.95893206
4296,F,Aiyansh,Produce Clerk,101.8939249
4297,M,Port Coquitlam,Baker,43.53832241
4298,M,Surrey,Produce Clerk,120.8548268
4299,F,Bear Lake,Produce Clerk,130.4965754
4300,F,Vernon,Baker,125.2113599
4301,M,Abbotsford,Meat Cutter,121.9053712
4302,F,Courtenay,Baker,70.96650602
4303,M,Richmond,Produce Clerk,39.39299129
4304,F,New Westminster,Produce Clerk,82.77272251
4305,M,Aldergrove,Produce Clerk,90.93506493
4306,F,Quesnel,Baker,73.10820533
4307,M,Aldergrove,Produce Clerk,71.16777283
4308,F,Vancouver,Baker,110.1475035
4309,F,Kamloops,Produce Clerk,7.985074238
4310,M,Grand Forks,Produce Clerk,26.32326415
4311,F,Vancouver,Baker,39.59137596
4312,M,Victoria,Cashier,6.801799589
4313,F,New Westminster,Produce Clerk,0
4314,F,Sechelt,Produce Clerk,112.8661601
4315,M,Penticton,Produce Clerk,45.65812065
4316,F,Vancouver,Baker,119.1238174
4317,F,Vancouver,Meat Cutter,84.0147871
4318,M,Chetwynd,Produce Clerk,98.95970914
4319,F,New Westminister,Meat Cutter,43.02070984
4320,F,Port Coquitlam,Produce Clerk,112.5775225
4321,F,Kamloops,Produce Clerk,8.363702818
4322,M,Little Fort,Produce Clerk,51.71032765
4323,M,Victoria,Produce Clerk,96.30682995
4324,M,Giscome,Produce Clerk,17.28360009
4325,F,Quesnel,Baker,153.0565179
4326,F,Kamloops,Produce Clerk,0
4327,F,Terrace,Baker,10.86170677
4328,F,Vancouver,Baker,0
4329,F,Oliver,Produce Clerk,79.79083972
4330,M,Atlin,Baker,70.36901855
4331,F,Beaver Valley,Produce Clerk,0
4332,M,New Westminster,Produce Clerk,0
4333,F,Port Coquitlam,Dairy Person,14.32005316
4334,M,Sorrento,Produce Clerk,92.99231982
4335,F,Richmond,Produce Clerk,8.467754152
4336,M,New Westminster,Produce Clerk,0
4337,M,Smithers,Produce Clerk,81.9409243
4338,M,Grassy Plains,Produce Clerk,53.78651459
4339,M,Seton Portage,Baker,108.2844824
4340,F,Burnaby,Produce Clerk,87.85390542
4341,F,Kelowna,Produce Clerk,121.2147708
4342,F,Victoria,Cashier,19.51315204
4343,M,Comox,Baker,37.34046735
4344,F,White Rock,Cashier,76.27642869
4345,M,Victoria,Produce Clerk,0
4346,M,Klemtu,Cashier,33.29126586
4347,M,Abbotsford,Baker,47.54126692
4348,M,Iskut,Baker,106.3851536
4349,M,West Vancouver,Produce Clerk,59.50710535
4350,F,Vancouver,Baker,84.65915846
4351,F,Balfour,Meat Cutter,115.6703522
4352,M,Kamloops,Produce Clerk,186.9477267
4353,F,Penticton,Produce Clerk,20.68471229
4354,M,Kamloops,Baker,61.36305503
4355,F,Surrey,Baker,134.2977459
4356,M,Victoria,Produce Clerk,100.4611574
4357,M,Vancouver,Meat Cutter,32.17027675
4358,F,Vancouver,Baker,167.1187949
4359,F,Iskut,Produce Clerk,1.887807249
4360,M,Sorrento,Produce Clerk,49.15812624
4361,F,Victoria,Cashier,6.960171612
4362,F,Vancouver,Dairy Person,0
4363,F,Victoria,Cashier,0
4364,M,Gold Bridge,Produce Clerk,64.01795148
4365,F,Nanaimo,Baker,86.5677054
4366,M,Vancouver,Meat Cutter,81.79672803
4367,M,Fruitvale,Produce Clerk,81.68285877
4368,M,Trail,Produce Clerk,119.7923521
4369,F,Kelowna,Produce Clerk,56.94666437
4370,F,Rock Creek,Produce Clerk,39.7956651
4371,M,New Westminister,Produce Clerk,38.93732459
4372,M,Victoria,Cashier,13.63870287
4373,M,Genelle,Produce Clerk,0
4374,M,Port Hardy,Produce Clerk,55.36143909
4375,M,Surrey,Baker,26.46432441
4376,M,Vancouver,Dairy Person,117.3993107
4377,F,Boston Bar,Produce Clerk,35.41417419
4378,M,Aldergrove,Produce Clerk,5.986122411
4379,F,Burnaby,Cashier,0
4380,F,Kamloops,Produce Clerk,95.55729102
4381,M,Gibsons,Meat Cutter,35.11201939
4382,F,Williams Lake,Produce Clerk,114.4674042
4383,M,Whistler,Produce Clerk,91.12687182
4384,M,Victoria,Cashier,67.51850754
4385,F,Vancouver,Dairy Person,170.8171945
4386,F,Sardis,Baker,0
4387,F,Vancouver,Dairy Person,64.11631808
4388,M,Port Coquitlam,Produce Clerk,142.2666924
4389,F,Ucluelet,Produce Clerk,155.7555157
4390,M,Vancouver,Meat Cutter,103.5688767
4391,M,Princeton,Dairy Person,22.55052052
4392,M,Victoria,Cashier,17.48472774
4393,M,Vancouver,Dairy Person,89.29475766
4394,M,White Rock,Meat Cutter,54.71056121
4395,F,Klemtu,Baker,0
4396,M,Langley,Baker,11.94414277
4397,M,Vancouver,Dairy Person,0
4398,F,Burnaby,Cashier,137.8986568
4399,F,Wynndel,Produce Clerk,201.7135361
4400,F,New Westminster,Produce Clerk,177.3977246
4401,M,Duncan,Meat Cutter,12.96900004
4402,F,Prince George,Produce Clerk,99.07939499
4403,M,Vancouver,Dairy Person,77.44844626
4404,M,Burnaby,Cashier,11.16182538
4405,F,Vancouver,Dairy Person,0
4406,F,West Vancouver,Meat Cutter,136.0652221
4407,M,Nanaimo,Baker,79.34755602
4408,M,Mcbride,Produce Clerk,23.18542754
4409,F,Tofino,Produce Clerk,15.59388426
4410,F,Vancouver,Dairy Person,47.02585768
4411,F,Cobble Hill,Cashier,0
4412,M,Vancouver,Meat Cutter,46.21594308
4413,F,Penticton,Produce Clerk,16.9893815
4414,F,New Westminster,Produce Clerk,46.37498868
4415,F,Burnaby,Cashier,85.60466195
4416,M,Victoria,Cashier,123.947056
4417,M,New Westminster,Baker,27.38390486
4418,F,Vancouver,Dairy Person,88.09486087
4419,M,New Westminster,Produce Clerk,18.27959834
4420,M,Vancouver,Dairy Person,0
4421,F,Richmond,Produce Clerk,80.67292518
4422,F,Cranbrook,Produce Clerk,32.67473153
4423,M,North Vancouver,Produce Clerk,79.88615905
4424,M,Vancouver,Dairy Person,113.9958857
4425,F,Surrey,Baker,80.45670698
4426,F,Fort Langley,Baker,131.0078639
4427,F,Abbotsford,Meat Cutter,36.2993466
4428,F,Vancouver,Dairy Person,45.16034044
4429,M,Vancouver,Dairy Person,72.58253528
4430,F,Kamloops,Baker,98.80923071
4431,F,Lower Post,Produce Clerk,123.1539235
4432,M,Sechelt,Meat Cutter,27.19676848
4433,F,Vancouver,Dairy Person,6.641124796
4434,M,Vancouver,Meat Cutter,23.02583593
4435,M,Victoria,Cashier,104.7393758
4436,F,Langley,Baker,16.7432201
4437,M,North Vancouver,Produce Clerk,0
4438,M,Gabriola Island,Dairy Person,90.76813048
4439,F,Slocan,Produce Clerk,39.2040238
4440,F,Kamloops,Baker,40.9784859
4441,F,Boston Bar,Baker,85.33004946
4442,M,Vancouver,Meat Cutter,44.47930893
4443,F,New Westminster,Baker,4.09517315
4444,F,Victoria,Cashier,166.580891
4445,M,New Westminster,Produce Clerk,29.36997848
4446,M,North Vancouver,Produce Clerk,104.0289712
4447,M,Port Hardy,Baker,99.37029689
4448,M,Clearwater,Baker,0
4449,F,Chilliwack,Produce Clerk,7.891257278
4450,M,New Westminster,Produce Clerk,73.30720593
4451,F,West Vancouver,Meat Cutter,45.30878618
4452,M,Victoria,Cashier,89.19139158
4453,F,Kaslo,Produce Clerk,60.20670545
4454,M,Vancouver,Dairy Person,65.14135372
4455,F,Chetwynd,Produce Clerk,99.28192297
4456,F,Courtenay,Baker,41.95666513
4457,M,Vancouver,Dairy Person,0
4458,F,Vancouver,Meat Cutter,119.529161
4459,M,New Westminster,Baker,78.91346309
4460,F,Summerland,Produce Clerk,76.23533377
4461,M,Vancouver,Meat Cutter,102.2038772
4462,M,Granisle,Baker,54.02557348
4463,M,Nanaimo,Baker,94.11800801
4464,F,Vancouver,Dairy Person,102.6802445
4465,M,Kamloops,Baker,29.27849542
4466,F,Victoria,Produce Clerk,38.95771763
4467,F,Kamloops,Produce Clerk,87.56045084
4468,M,Tofino,Baker,96.6434365
4469,M,Vancouver,Dairy Person,73.05384114
4470,F,Sechelt,Produce Clerk,48.23384646
4471,M,Youbou,Cashier,87.16206343
4472,F,Nakusp,Meat Cutter,53.00364819
4473,M,Vernon,Produce Clerk,80.83235567
4474,M,Port Alberni,Produce Clerk,8.19503721
4475,F,Victoria,Cashier,120.5576967
4476,F,Vancouver,Dairy Person,47.22713857
4477,F,Coquitlam,Baker,91.33675362
4478,M,Richmond,Produce Clerk,104.268275
4479,F,Kamloops,Baker,85.36656896
4480,M,Port Alberni,Produce Clerk,165.8575695
4481,F,Vancouver,Meat Cutter,0
4482,M,Langley,Produce Clerk,49.57255935
4483,F,Prince George,Produce Clerk,239.2798246
4484,M,Burnaby,Cashier,108.6320078
4485,F,Vancouver,Dairy Person,110.0078558
4486,M,Burnaby,Produce Clerk,35.72035128
4487,M,Abbotsford,Meat Cutter,86.62620285
4488,M,Grassy Plains,Produce Clerk,7.104678924
4489,F,Vancouver,Dairy Person,224.5356929
4490,M,Richmond,Produce Clerk,135.9373523
4491,F,Quadra Island,Produce Clerk,79.39813501
4492,M,Prince George,Produce Clerk,14.10243365
4493,M,Whistler,Produce Clerk,56.89224804
4494,M,Victoria,Cashier,0
4495,M,Vancouver,Meat Cutter,0
4496,M,Burnaby,Produce Clerk,16.92229906
4497,F,Vancouver,Meat Cutter,42.99806786
4498,F,Kimberley,Produce Clerk,116.3604565
4499,F,Surrey,Baker,54.57614802
4500,F,Vancouver,Meat Cutter,122.1965115
4501,M,Victoria,Produce Clerk,44.46225714
4502,M,Kelowna,Produce Clerk,101.2146338
4503,F,New Westminster,Baker,62.44866175
4504,M,Trail,Produce Clerk,51.21972116
4505,F,Vancouver,Meat Cutter,116.1189992
4506,M,White Rock,Meat Cutter,101.3299539
4507,F,Vancouver,Dairy Person,0
4508,M,Kaslo,Produce Clerk,0
4509,F,Boston Bar,Baker,116.455015
4510,F,Burnaby,Produce Clerk,10.82823384
4511,F,Salmon Arm,Produce Clerk,81.74628366
4512,M,Hope,Produce Clerk,0
4513,M,Fairmont Hot Springs,Produce Clerk,49.28930059
4514,M,Vancouver,Meat Cutter,61.21024159
4515,M,Sayward,Baker,23.10054303
4516,F,Vancouver,Dairy Person,78.79600919
4517,M,Victoria,Produce Clerk,45.75532213
4518,M,Penticton,Baker,91.36584451
4519,F,Mica Creek,Baker,47.9703359
4520,F,Kamloops,Baker,75.67540293
4521,F,Vancouver,Dairy Person,82.28895023
4522,M,Vancouver,Dairy Person,101.4919655
4523,M,Surrey,Baker,80.72392258
4524,F,Burnaby,Cashier,45.45783963
4525,M,Nanaimo,Produce Clerk,121.9120469
4526,F,Qualicum Beach,Baker,132.2199826
4527,F,Castlegar,Baker,74.66189434
4528,M,Kamloops,Baker,67.37964785
4529,F,Kelowna,Baker,41.4412243
4530,M,Richmond,Produce Clerk,45.30285879
4531,M,Vancouver,Dairy Person,26.83982511
4532,M,Topley,Produce Clerk,25.40309294
4533,M,Kamloops,Baker,64.49213956
4534,F,White Rock,Meat Cutter,85.54822071
4535,M,Chief Lake,Baker,112.0515212
4536,F,Vancouver,Dairy Person,10.28347969
4537,M,Sidney,Cashier,74.19278907
4538,F,Flatrock,Produce Clerk,79.90377829
4539,M,Fort St John,Produce Clerk,0
4540,M,Victoria,Produce Clerk,22.914183
4541,M,Willow Point,Baker,60.29446724
4542,M,Campbell River,Baker,39.06775919
4543,F,West Vancouver,Produce Clerk,71.80159645
4544,F,Creston,Produce Clerk,0.316372492
4545,F,Vancouver,Dairy Person,91.44315314
4546,M,Campbell River,Produce Clerk,0.956597464
4547,F,Fort Langley,Baker,8.671158684
4548,F,Vancouver,Meat Cutter,70.47592682
4549,M,Vancouver,Meat Cutter,118.5818455
4550,F,Penticton,Produce Clerk,24.8800159
4551,F,Barriere,Baker,58.73077383
4552,M,Abbotsford,Meat Cutter,0
4553,M,Houston,Baker,122.147162
4554,F,New Westminster,Baker,104.7083006
4555,M,Vancouver,Meat Cutter,47.21444765
4556,M,Vancouver,Dairy Person,24.14682718
4557,F,Langley,Produce Clerk,0
4558,M,Sooke,Produce Clerk,25.1543033
4559,F,Wildwood,Produce Clerk,69.38483931
4560,M,West Vancouver,Produce Clerk,32.34477735
4561,M,Canal Flats,Produce Clerk,93.47247144
4562,M,Abbotsford,Meat Cutter,100.069908
4563,F,Rossland,Baker,127.9886915
4564,M,Vancouver,Dairy Person,5.227192306
4565,F,Aldergrove,Produce Clerk,12.89754685
4566,F,Quadra Island,Produce Clerk,54.03552107
4567,F,Surrey,Produce Clerk,73.0121817
4568,M,Richmond,Produce Clerk,138.4273791
4569,F,Campbell River,Baker,9.119172997
4570,F,Kaslo,Produce Clerk,34.84350558
4571,F,Nanaimo,Baker,0
4572,M,Chetwynd,Baker,38.38328087
4573,M,New Westminster,Baker,98.83624566
4574,M,Prince George,Produce Clerk,101.5337595
4575,F,Vancouver,Dairy Person,69.9576951
4576,F,Mica Creek,Baker,101.9928632
4577,F,Duncan,Produce Clerk,90.17211596
4578,M,Vancouver,Dairy Person,83.54367898
4579,M,Fort Langley,Baker,35.06470903
4580,M,Langley,Produce Clerk,38.84533413
4581,F,Vancouver,Dairy Person,0
4582,F,Vancouver,Dairy Person,0
4583,M,Victoria,Cashier,54.59753763
4584,M,New Westminster,Baker,0
4585,M,Vancouver,Dairy Person,0
4586,F,Whistler,Produce Clerk,76.64685289
4587,M,Yahk,Produce Clerk,46.23602582
4588,F,Vancouver,Meat Cutter,0
4589,M,Burnaby,Produce Clerk,30.48416478
4590,F,Victoria,Cashier,223.3503976
4591,M,Radium Hot Springs,Produce Clerk,67.44994709
4592,F,Balfour,Baker,48.73332264
4593,M,Winfield,Baker,37.96164708
4594,M,Prince George,Baker,12.98970161
4595,M,Mcleese Lake,Produce Clerk,0
4596,F,Sardis,Baker,3.856373033
4597,F,Prince George,Baker,111.9242116
4598,F,Kamloops,Baker,20.55965911
4599,F,Vancouver,Meat Cutter,145.6696029
4600,F,Vancouver,Dairy Person,95.95880158
4601,M,Vancouver,Dairy Person,56.39066418
4602,F,Victoria,Produce Clerk,139.4226888
4603,M,Smithers,Dairy Person,17.05126988
4604,M,Campbell River,Produce Clerk,133.2744491
4605,F,Prince George,Produce Clerk,42.81226701
4606,F,Vavenby,Baker,100.9519821
4607,F,Forest Grove,Baker,152.1984803
4608,F,Vancouver,Meat Cutter,115.2260515
4609,M,West Vancouver,Produce Clerk,17.61089659
4610,M,Langley,Baker,0
4611,M,Port Alberni,Produce Clerk,60.55257273
4612,M,Victoria,Cashier,15.464068
4613,M,Vancouver,Meat Cutter,63.57205291
4614,M,Burnaby,Produce Clerk,98.95464879
4615,M,Pitt Meadows,Dairy Person,46.04495825
4616,M,Vernon,Baker,104.0127122
4617,F,New Westminister,Produce Clerk,20.15091753
4618,F,Vancouver,Dairy Person,0
4619,F,Alkali Lake,Produce Clerk,80.50999731
4620,M,Powell River,Baker,154.5044222
4621,F,Duncan,Produce Clerk,64.6891395
4622,M,Klemtu,Shelf Stocker,0
4623,F,Vancouver,Dairy Person,2.149561215
4624,M,Victoria,Cashier,60.55690847
4625,M,Vananda,Baker,72.20476585
4626,F,Fraser Lake,Baker,25.05635943
4627,M,Prince George,Baker,3.502903011
4628,M,Castlegar,Produce Clerk,0
4629,M,Quesnel,Baker,86.56521132
4630,M,North Vancouver,Produce Clerk,174.1295465
4631,M,Campbell River,Baker,0
4632,M,Prince George,Produce Clerk,0
4633,M,Houston,Produce Clerk,41.23746486
4634,F,Terrace,Produce Clerk,71.78048717
4635,F,Fort Nelson,Produce Clerk,75.00694169
4636,F,Prince George,Produce Clerk,23.41337914
4637,M,New Westminster,Produce Clerk,19.14067893
4638,F,Kelowna,Baker,86.1474325
4639,F,North Vancouver,Baker,0
4640,M,Victoria,Cashier,128.9533406
4641,F,Burnaby,Produce Clerk,95.12827928
4642,F,Victoria,Cashier,77.83489957
4643,F,Yarrow,Produce Clerk,90.22502745
4644,F,Fort St John,Produce Clerk,21.50444024
4645,F,Rossland,Produce Clerk,74.13735067
4646,F,West Vancouver,Produce Clerk,37.9442034
4647,F,Duncan,Produce Clerk,115.1214619
4648,F,Vancouver,Dairy Person,4.775849282
4649,M,Victoria,Produce Clerk,0
4650,F,Montney,Produce Clerk,207.0117455
4651,M,Vancouver,Shelf Stocker,0
4652,F,Richmond,Produce Clerk,0
4653,F,Westbank,Baker,34.44889839
4654,M,Vancouver,Shelf Stocker,0
4655,M,Vancouver,Shelf Stocker,75.53824525
4656,M,Prince George,Baker,38.25033365
